slno,Date,HS Code,Product Description,Consignee Name,Shipper Name,Consignee Address 1 ,Consignee Address 2,Shipper Address1 ,Shipper Address 2 ,Standard Qty,Standard Unit,Standard Unit Rate $,Tax %,Estimated CIF Value $,Unit Rate $,Port of Destination,Country of Origin,QTY,Unit,Rate In FC,Rate Currency,Tax $,Landed Value $,Month,HS2,HS4,Consignee City,Consignee Pincode,Consignee State,Consignee Phone,Consignee E-mail,Contact Person,Shipper City,Shipper Country,Notify Party,BL TYP,Shipment Mode,Port Of Origin,HS Description,Raw Consignee Name,Raw Shipper Name,Raw Consignee Add1,Raw Consignee Add2,Raw Shipper Address1,Raw Shipper Address2,Raw Consignee City,Raw Consignee Pincode,Raw Consignee State,Raw Consignee Phone,Raw Consignee E-mail,Record Id
20,06-06-2023,90021100,"CY3-2307-000 LENS ASSY, 3RD GROUP WITH IS PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,1,NOS,48.21,30.98005187,48.21,48.21,Delhi Air,Japan,1,NOS,4026,INR,14.94,63.15,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452753
21,06-06-2023,90021100,4961607640876 ATX-I 100MM F2.8 FF MACRO NAF PLUS TOKINA BRAND LENS ,KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,20,NOS,237.262,30.98000928,4745.24,237.26,Delhi Air,Japan,20,NOS,32000,JPY,1470.07,6215.31,Jun-2023,90,9002,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,NAVIT BHASIN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,40791038
22,06-06-2023,90021100,"YG2-3140-010 LENS ASSY, IS, 6TH GROUP PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,2,NOS,48.255,30.9797113,96.51,48.26,Delhi Air,Japan,2,NOS,4030,INR,29.9,126.41,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452769
23,06-06-2023,90021100,"CY3-2234-000 LENS ASSY, 4TH GROUP WITH IS PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,1,NOS,24.55,30.98088587,24.55,24.55,Delhi Air,Japan,1,NOS,2050,INR,7.6,32.15,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452800
24,06-06-2023,90021100,"CY3-2502-000 LENS ASSY, 1ST-A GROUP PARTS FOR DIGITAL STILLIMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,2,NOS,31.915,30.97872215,63.83,31.92,Delhi Air,Japan,2,NOS,2665,INR,19.77,83.6,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452757
25,06-06-2023,90021100,"CY3-2495-010 LENS ASSY, WITH USM PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,10,NOS,211.826,30.98004162,2118.26,211.83,Delhi Air,Japan,10,NOS,17371,INR,644.41,2762.67,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452755
26,06-06-2023,90021100,899990 TOKINA MOUNT ADAPTER TA-019 EF-FE CAMERA MOUNT ADAPTOR ,KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,2,NOS,117.84,30.98038746,235.68,117.84,Delhi Air,Japan,2,NOS,16185,JPY,73.01,308.69,Jun-2023,90,9002,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,NAVIT BHASIN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,40791042
27,06-06-2023,90021100,"YG2-2975-000 LENS ASSY, 3RD DIAPHRAGM PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,10,NOS,27.062,30.97971666,270.62,27.06,Delhi Air,Japan,10,NOS,2260,INR,83.84,354.46,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452766
28,06-06-2023,90021100,"YG2-3004-010 LENS ASSY, 1ST GROUP PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,1,NOS,81.86,30.97985398,81.86,81.86,Delhi Air,Japan,1,NOS,6836,INR,25.35,107.21,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452767
29,06-06-2023,90021100,4961607640883 ATX-I 100MM F2.8 FF MACRO CEF PLUS TOKINA BRAND LENS ,KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,20,NOS,237.262,30.98000928,4745.24,237.26,Delhi Air,Japan,20,NOS,32000,JPY,1470.07,6215.31,Jun-2023,90,9002,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,NAVIT BHASIN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,40791039
30,06-06-2023,90021100,"YG2-2502-010 LENS ASSY, IS/6TH PARTS FOR DIGITAL STILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,3,NOS,52.963,30.98006153,158.89,52.96,Delhi Air,Japan,3,NOS,4423,INR,49.23,208.12,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452764
31,06-06-2023,90021100,4961607640814 ATX-I 11-20MM F2.8 CF NAF PLUS TOKINA BRAND LENS ,KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,16,NOS,303.992,30.98002166,4863.87,303.99,Delhi Air,Japan,16,NOS,41000,JPY,1506.83,6370.7,Jun-2023,90,9002,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,NAVIT BHASIN,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",KENKO TOKINA IMAGING INDIA PVT LTD,KENKO TOKINA CO LTD,"M -38/1, MIDDLE CIRCLE,CONNAUGHT P ,LACE ,,",NA,"3-9-19, NISHI-OCHIAI,SHINJUKU-KU,TOKYO 161-8570SDNF",NA,NEW DELHI,110001,DELHI,NA,kenko.max@gmail.com,40791037
32,06-06-2023,90021100,"YG2-3272-010 LENS ASSY, EMD, 3&4&5 GROUP PARTS FOR DIGITALSTILL IMAGE VIDEO CAMERA ",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,4,NOS,88.022,30.98009062,352.09,88.02,Delhi Air,Japan,4,NOS,7351,INR,109.07,461.16,Jun-2023,90,9002,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,40452770
33,07-06-2023,90021100,16641210 FUJINON LENS F XF16MMF1.4 R WR PH ,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,4,NOS,539.355,30.97998729,2157.42,539.36,Bombay Air,Thailand,4,NOS,44631,INR,656.31,2813.73,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,41262519
34,07-06-2023,85258900,2629C010AA EOS 3000D KIT W EF-S18-55mm f/3.5-5.6 DC IIIIND WIFI DS126701 NR-ETA/8727-RLONRBIS R-41186090 ,CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,96,NOS,234.048,17.99999938,22468.59,234.05,Delhi Air,Taiwan,96,NOS,19422,INR,4044.35,26512.94,Jun-2023,85,8525,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,41026170
35,07-06-2023,85258900,3455C004AA IN EOS 200D II W w/18-55 IS STM Compact BLACK WIFI DS126761 ETA-SD-20190400144BIS R-41186090 ,CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,576,NOS,393.946,18.00000011,226913.01,393.95,Delhi Air,Taiwan,576,NOS,32632,INR,40770.8,267683.81,Jun-2023,85,8525,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,41026173
36,07-06-2023,85258900,2729C008AA EOS 1500D KIT W EF-S18-55mm f/3.5-5.6 IS II DSLR IND WIFI DS126741 NR-ETA/8878-RLONRBIS R-41186090 ,CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,288,NOS,325.681,18.00000044,93796.12,325.68,Delhi Air,Taiwan,288,NOS,27026,INR,16883.31,110679.43,Jun-2023,85,8525,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,41026171
37,07-06-2023,85258900,5811C025AA EOS R50 RF-S18-45mm/55-210mm BK DS126877 BIS R-41186090ETA-SD-20221109683 ,CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,6,NOS,689.2,17.99999491,4135.2,689.2,Delhi Air,Taiwan,6,NOS,57192,INR,730.91,4866.11,Jun-2023,85,8525,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,KAZUTADA KOBAYASHI                 ,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",CANON INDIA PRIVATE LIMITED,CANON SINGAPORE PTE LTD,"UNIT NO. 214-218 2ND FLR,NARAIN MA NZIL, B.K. ROAD, C.P.",NA,"(SUPPLY CHAIN MGMT DIVISION) 1,FUSIONOPOLIS PLACE, #15-10 GALAXIS, Singapore - 138522, SINGAPORE, Singapo  Singapore",NA,Delhi,110001,DELHI,919990253928,ciplinbound@canon.co.in,41026175
38,07-06-2023,90021100,16792576 FUJINON LENS F XF30MMF2.8 R LM WR MC TH ,FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,4,NOS,323.255,30.98002745,1293.02,323.26,Bombay Air,Thailand,4,NOS,26749,INR,393.35,1686.37,Jun-2023,90,9002,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,MASAKI  ZENKO,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",FUJIFILM INDIA PRIVATE LIMITED,FUJIFILM CORPORATION,"BUSINESS CENTRE OFF NO 521 LEVEL V ,CADDIE COMMC TOWER HOSPITALITY DISAEROCITY IGI AIRPORT,",NA,"26-30, NISHIAZABU 2-CHOME MINATO-KUTOKYO 106-8620, JAPAN ",NA,NEW DELHI,110037,DELHI,NA,amit.kumar@fujifilm.com,41262520
